Event,Pid,RT,HumanProbability,SequencePosition,Suspect,WitnessGender,Claim,Context,ContextDegree,ContextCat
606,767889,11938.7400000123,50,1,0,0,0,0,NaN,NaN
610,767889,4341.76500001922,50,2,0,1,1,0,0,0
614,767889,5015.38499991875,55,3,0,1,1,0,0.5,NaN
618,767889,7403.37999991607,55,4,0,1,0,0,0.666666666666667,1
622,767889,6903.28999992926,50,5,0,0,0,0,0.5,NaN
626,767889,23892.3049999867,55,6,0,0,1,0,0.4,0
630,767889,10322.834999999,55,7,0,1,0,0,0.5,NaN
634,767889,5973.1450000545,60,8,0,0,1,0,0.428571428571429,0
638,767889,4620.42499997187,60,9,0,0,0,0,0.5,NaN
642,767889,5167.38500003703,60,10,0,1,0,0,0.444444444444444,0
509,767890,48387.9349999916,72,0,0,3,3,0,NaN,NaN
514,767890,8121.65999998979,54,1,0,1,0,0,NaN,NaN
518,767890,11224.2450000049,59,2,0,1,1,0,0,0
522,767890,66613.9050000056,58,3,0,1,0,0,0.5,NaN
526,767890,4783.76500000013,66,4,0,0,1,0,0.333333333333333,0
530,767890,3485.92500000086,67,5,0,0,1,0,0.5,NaN
534,767890,6636.63499998802,60,6,0,0,0,0,0.6,1
538,767890,3724.10499998659,60,7,0,0,0,0,0.5,NaN
542,767890,7748.73500000103,56,8,0,1,0,0,0.428571428571429,0
546,767890,2968.52999999828,60,9,0,0,0,0,0.375,0
550,767890,20684.7849999904,72,10,0,1,1,0,0.333333333333333,0
555,767897,6756,26,0,0,3,3,0,NaN,NaN
560,767897,6660,15,1,0,1,0,0,NaN,NaN
564,767897,3943,19,2,0,0,1,0,0,0
568,767897,3572,18,3,0,0,0,0,0.5,NaN
572,767897,4316,13,4,0,1,0,0,0.333333333333333,0
576,767897,2805,14,5,0,0,1,0,0.25,0
580,767897,3045,14,6,0,0,0,0,0.4,0
584,767897,2925,15,7,0,0,0,0,0.333333333333333,0
588,767897,2691,15,8,0,1,1,0,0.285714285714286,0
592,767897,2510,12,9,0,1,0,0,0.375,0
596,767897,2346,16,10,0,1,1,0,0.333333333333333,0
693,767908,6449,54,0,0,3,3,0,NaN,NaN
698,767908,7588,17,1,0,1,0,0,NaN,NaN
702,767908,2121,96,2,0,0,1,0,0,0
706,767908,1647,97,3,0,0,1,0,0.5,NaN
710,767908,17874,17,4,0,0,0,0,0.666666666666667,1
714,767908,1683,18,5,0,0,0,0,0.5,NaN
718,767908,1648,16,6,0,1,0,0,0.4,0
722,767908,1659.99999999999,99,7,0,1,1,0,0.333333333333333,0
726,767908,1810.00000000001,15,8,0,1,0,0,0.428571428571429,0
730,767908,1627.00000000001,16,9,0,0,0,0,0.375,0
734,767908,34730,94,10,0,1,1,0,0.333333333333333,0
647,767910,9833.61500001047,50,0,0,3,3,0,NaN,NaN
652,767910,7640.07999998285,47,1,0,0,0,0,NaN,NaN
656,767910,6634.90999996429,41,2,0,1,0,0,0,0
660,767910,4387.6600000076,43,3,0,0,1,0,0,0
664,767910,4069.8600000469,47,4,0,1,1,0,0.333333333333333,0
668,767910,4656.30000003148,42,5,0,1,0,0,0.5,NaN
672,767910,2794.3999999552,46,6,0,0,1,0,0.4,0
676,767910,3524.54000001308,47,7,0,1,1,0,0.5,NaN
680,767910,2380.055000016,49,8,0,1,0,0,0.571428571428571,1
684,767910,3369.60999999428,50,9,0,0,0,0,0.5,NaN
688,767910,5537.32499998296,50,10,0,0,0,0,0.444444444444444,0
739,767914,5547.27999999977,83,0,0,3,3,0,NaN,NaN
744,767914,5411.83999999976,60,1,0,0,1,0,NaN,NaN
748,767914,4899.14500000032,58,2,0,1,0,0,1,1
752,767914,2121.18000000009,60,3,0,0,1,0,0.5,NaN
756,767914,3639.93000000028,68,4,0,1,1,0,0.666666666666667,1
760,767914,3811.78,56,5,0,0,0,0,0.75,1
764,767914,2785.23000000041,43,6,0,1,0,0,0.6,1
768,767914,3046.58999999992,41,7,0,0,0,0,0.5,NaN
772,767914,3066.91500000034,57,8,0,1,1,0,0.428571428571429,0
776,767914,2412.86000000036,44,9,0,0,0,0,0.5,NaN
780,767914,2858.71000000043,47,10,0,1,0,0,0.444444444444444,0
785,767923,12478.6000000022,50,0,0,3,3,0,NaN,NaN
790,767923,14125.0999999756,39,1,0,0,0,0,NaN,NaN
794,767923,3127.10000001243,60,2,0,1,1,0,0,0
798,767923,12491.0999999847,16,3,0,1,0,0,0.5,NaN
802,767923,8244.00000000605,15,4,0,0,0,0,0.333333333333333,0
806,767923,27353.8000000117,17,5,0,1,0,0,0.25,0
810,767923,3543.90000001877,9,6,0,0,0,0,0.2,0
814,767923,3536.79999997257,16,7,0,0,1,0,0.166666666666667,0
818,767923,3264.49999999022,14,8,0,1,1,0,0.285714285714286,0
822,767923,5089.80000001611,30,9,0,0,1,0,0.375,0
826,767923,3277.79999998165,18,10,0,1,0,0,0.444444444444444,0
877,767926,6397.18500012532,48,0,0,3,3,0,NaN,NaN
882,767926,5157.89499995299,57,1,0,1,1,0,NaN,NaN
886,767926,3290.75499996543,25,2,0,1,0,0,1,1
890,767926,3029.89999996498,56,3,0,0,1,0,0.5,NaN
894,767926,3150.6399998907,25,4,0,1,0,0,0.666666666666667,1
898,767926,2832.64500019141,66,5,0,1,1,0,0.5,NaN
902,767926,3150.64999996684,70,6,0,0,1,0,0.6,1
906,767926,3472.49499987811,27,7,0,0,0,0,0.666666666666667,1
910,767926,3583.37499992922,20,8,0,0,0,0,0.571428571428571,1
914,767926,5479.4099999126,23,9,0,1,0,0,0.5,NaN
918,767926,3137.2899999842,21,10,0,0,0,0,0.444444444444444,0
831,767930,9418.48,50,0,0,3,3,0,NaN,NaN
836,767930,5603.16,55,1,0,0,1,0,NaN,NaN
840,767930,5468.2,59,2,0,1,1,0,1,1
844,767930,4132.34,40,3,0,1,0,0,1,1
848,767930,4538.22,29,4,0,0,0,0,0.666666666666667,1
852,767930,3354.74,20,5,0,1,0,0,0.5,NaN
856,767930,2791,10,6,0,1,0,0,0.4,0
860,767930,2512.62,14,7,0,1,1,0,0.333333333333333,0
864,767930,1767.3,16,8,0,0,1,0,0.428571428571429,0
868,767930,2395.12,10,9,0,0,0,0,0.5,NaN
872,767930,2460.44,5,10,0,0,0,0,0.444444444444444,0
1475,767944,11917.2600000165,40,0,0,3,3,0,NaN,NaN
1480,767944,5033.29499997199,1,1,0,1,0,0,NaN,NaN
1484,767944,5159.41500011832,5,2,0,1,1,0,0,0
1488,767944,3014.51999996789,5,3,0,1,0,0,0.5,NaN
1492,767944,2875.20999996923,5,4,0,0,1,0,0.333333333333333,0
1496,767944,3363.59000019729,3,5,0,0,0,0,0.5,NaN
1500,767944,3224.4349999819,4,6,0,0,0,0,0.4,0
1504,767944,5024.36499996111,5,7,0,1,1,0,0.333333333333333,0
1508,767944,2869.22999983653,4,8,0,1,0,0,0.428571428571429,0
1512,767944,2687.63500009663,3,9,0,0,0,0,0.375,0
1516,767944,2757.8799999319,4,10,0,0,1,0,0.333333333333333,0
923,767946,15775.2999999975,40,0,0,3,3,0,NaN,NaN
928,767946,24087.5000000015,40,1,0,1,1,0,NaN,NaN
932,767946,11992.9999999986,40,2,0,0,1,0,1,1
936,767946,13167.9000000004,52,3,0,1,1,0,1,1
940,767946,7956.90000000104,30,4,0,0,0,0,1,1
944,767946,16797.6999999992,31,5,0,0,1,0,0.75,1
948,767946,7837.09999999701,30,6,0,1,0,0,0.8,1
952,767946,6537.09999999774,20,7,0,1,0,0,0.666666666666667,1
956,767946,8379.00000000081,20,8,0,0,0,0,0.571428571428571,1
960,767946,4109.49999999866,22,9,0,0,0,0,0.5,NaN
964,767946,2396.09999999811,22,10,0,1,0,0,0.444444444444444,0
969,767950,11933.3450000267,50,0,0,3,3,0,NaN,NaN
974,767950,32783.8749999646,40,1,0,1,0,0,NaN,NaN
978,767950,20932.209999999,30,2,0,1,0,0,0,0
982,767950,14653.6199999973,51,3,0,1,1,0,0,0
986,767950,10439.4149999134,46,4,0,0,0,0,0.333333333333333,0
990,767950,17759.5050001983,61,5,0,1,1,0,0.25,0
994,767950,23095.6200000364,44,6,0,1,0,0,0.4,0
998,767950,4571.99499988928,40,7,0,0,0,0,0.333333333333333,0
1002,767950,7863.16499998793,40,8,0,0,0,0,0.285714285714286,0
1006,767950,3834.5350001473,51,9,0,0,1,0,0.25,0
1010,767950,10879.1050000582,53,10,0,0,1,0,0.333333333333333,0
1061,767955,7418.92499999813,25,0,0,3,3,0,NaN,NaN
1066,767955,5447.56999999663,44,1,0,0,1,0,NaN,NaN
1070,767955,5341.63999999873,22,2,0,0,0,0,1,1
1074,767955,3952.10000000225,49,3,0,0,1,0,0.5,NaN
1078,767955,4674.70999999932,17,4,0,1,0,0,0.666666666666667,1
1082,767955,4259.18999999703,31,5,0,0,0,0,0.5,NaN
1086,767955,4011.03000000148,15,6,0,1,0,0,0.4,0
1090,767955,3966.7300000001,43,7,0,1,1,0,0.333333333333333,0
1094,767955,4355.96999999689,31,8,0,0,0,0,0.428571428571429,0
1098,767955,3673.51499999495,44,9,0,1,0,0,0.375,0
1102,767955,4096.70999999798,44,10,0,1,1,0,0.333333333333333,0
1016,767957,9624,50,0,0,3,3,0,NaN,NaN
1020,767957,4395,50,1,0,1,1,0,NaN,NaN
1024,767957,4049,50,2,0,1,0,0,1,1
1028,767957,2479,50,3,0,0,0,0,0.5,NaN
1032,767957,2312,50,4,0,1,0,0,0.333333333333333,0
1036,767957,2438,50,5,0,0,0,0,0.25,0
1040,767957,10014,60,6,0,0,1,0,0.2,0
1044,767957,3570,62,7,0,0,1,0,0.333333333333333,0
1048,767957,5630,59,8,0,1,0,0,0.428571428571429,0
1052,767957,3071,55,9,0,0,0,0,0.375,0
1056,767957,3821,61,10,0,1,1,0,0.333333333333333,0
1199,767966,30162.0750000002,2,0,0,3,3,0,NaN,NaN
1204,767966,26404.3450000463,21,1,0,1,1,0,NaN,NaN
1208,767966,7078.97499995306,1,2,0,1,0,0,1,1
1212,767966,17636.3350000465,1,3,0,0,0,0,0.5,NaN
1216,767966,9642.50499999616,1,4,0,1,1,0,0.333333333333333,0
1220,767966,9106.83000006247,19,5,0,0,1,0,0.5,NaN
1224,767966,6124.14000008721,34,6,0,0,1,0,0.6,1
1228,767966,7065.70499995723,15,7,0,1,0,0,0.666666666666667,1
1232,767966,6120.66000001505,2,8,0,0,0,0,0.571428571428571,1
1236,767966,6174.02999999467,1,9,0,1,0,0,0.5,NaN
1240,767966,6143.98500008974,1,10,0,0,0,0,0.444444444444444,0
1153,767972,13662.8600000404,43,0,0,3,3,0,NaN,NaN
1158,767972,9064.08499996178,62,1,0,1,1,0,NaN,NaN
1162,767972,5028.47999997903,72,2,0,0,1,0,1,1
1166,767972,4971.96999995504,63,3,0,0,0,0,1,1
1170,767972,4505.74999989476,70,4,0,0,1,0,0.666666666666667,1
1174,767972,4116.80000007618,52,5,0,1,0,0,0.75,1
1178,767972,5878.54000006337,71,6,0,1,1,0,0.6,1
1182,767972,3316.69999996666,50,7,0,1,0,0,0.666666666666667,1
1186,767972,3871.53000000399,41,8,0,0,0,0,0.571428571428571,1
1190,767972,5042.92999999598,30,9,0,0,0,0,0.5,NaN
1194,767972,3097.86999993958,23,10,0,1,0,0,0.444444444444444,0
1107,767978,8488.26000001281,36,0,0,3,3,0,NaN,NaN
1112,767978,5517.69500004593,32,1,0,1,0,0,NaN,NaN
1116,767978,6452.31999992393,34,2,0,0,1,0,0,0
1120,767978,3529.14499992039,29,3,0,1,0,0,0.5,NaN
1124,767978,3307.54499998875,24,4,0,0,0,0,0.333333333333333,0
1128,767978,4300.56999996305,26,5,0,0,1,0,0.25,0
1132,767978,3317.40500009619,25,6,0,0,0,0,0.4,0
1136,767978,5528.56499992777,26,7,0,1,1,0,0.333333333333333,0
1140,767978,2806.77999998443,20,8,0,0,0,0,0.428571428571429,0
1144,767978,3006.43499998841,20,9,0,1,0,0,0.375,0
1148,767978,3078.09000008274,20,10,0,1,1,0,0.333333333333333,0
1245,767979,5851.39999998501,51,0,0,3,3,0,NaN,NaN
1250,767979,7040.45000002952,50,1,0,1,0,0,NaN,NaN
1254,767979,3274.59500002442,50,2,0,0,0,0,0,0
1258,767979,2821.27999997465,50,3,0,0,1,0,0,0
1262,767979,6135.0800000364,50,4,0,0,1,0,0.333333333333333,0
1266,767979,5498.28499997966,50,5,0,1,1,0,0.5,NaN
1270,767979,5036.94000001997,50,6,0,0,0,0,0.6,1
1274,767979,3581.62500004983,50,7,0,1,0,0,0.5,NaN
1278,767979,3192.23499996588,50,8,0,1,1,0,0.428571428571429,0
1282,767979,5850.48999998253,50,9,0,1,0,0,0.5,NaN
1286,767979,4453.16999999341,50,10,0,0,0,0,0.444444444444444,0
1291,767990,13339.2250000034,65,0,0,3,3,0,NaN,NaN
1296,767990,9481.75999999512,40,1,0,0,0,0,NaN,NaN
1300,767990,31366.4999999455,65,2,0,1,1,0,0,0
1304,767990,6911.71000001486,40,3,0,1,0,0,0.5,NaN
1308,767990,19412.6549999928,30,4,0,0,0,0,0.333333333333333,0
1312,767990,11315.1899999939,55,5,0,0,1,0,0.25,0
1316,767990,15770.6250000047,30,6,0,0,0,0,0.4,0
1320,767990,9986.96999996901,58,7,0,1,1,0,0.333333333333333,0
1324,767990,18232.4299999746,25,8,0,1,0,0,0.428571428571429,0
1328,767990,13667.1349999961,55,9,0,0,1,0,0.375,0
1332,767990,8644.41999996779,20,10,0,1,0,0,0.444444444444444,0
1337,767994,19162.2950000165,60,0,0,3,3,0,NaN,NaN
1342,767994,15315.5550000083,40,1,0,0,0,0,NaN,NaN
1346,767994,7725.21000000415,60,2,0,0,1,0,0,0
1350,767994,11032.8049999953,40,3,0,0,0,0,0.5,NaN
1354,767994,10750.3250000009,40,4,0,1,0,0,0.333333333333333,0
1358,767994,4782.68500001286,60,5,0,1,1,0,0.25,0
1362,767994,15519.2800000077,60,6,0,0,1,0,0.4,0
1366,767994,8323.08000000194,40,7,0,1,0,0,0.5,NaN
1370,767994,6334.39000000362,60,8,0,1,1,0,0.428571428571429,0
1374,767994,11775.3450000018,40,9,0,0,0,0,0.5,NaN
1378,767994,6703.94999999553,40,10,0,1,0,0,0.444444444444444,0
1429,767995,12046.2,50,0,0,3,3,0,NaN,NaN
1434,767995,8853.6,50,1,0,0,0,0,NaN,NaN
1438,767995,4913.1,50,2,0,1,0,0,0,0
1442,767995,5239.2,50,3,0,1,0,0,0,0
1446,767995,8531.2,50,4,0,1,0,0,0,0
1450,767995,4833.5,50,5,0,1,1,0,0,0
1454,767995,4864.59999999999,50,6,0,1,1,0,0.2,0
1458,767995,3964.5,50,7,0,0,1,0,0.333333333333333,0
1462,767995,6133,50,8,0,0,1,0,0.428571428571429,0
1466,767995,6207.89999999999,50,9,0,0,0,0,0.5,NaN
1470,767995,6085.59999999999,50,10,0,0,0,0,0.444444444444444,0
1521,767999,7763.00000003539,78,0,0,3,3,0,NaN,NaN
1526,767999,5352.0000000135,27,1,0,0,0,0,NaN,NaN
1530,767999,5305.9999999823,18,2,0,1,0,0,0,0
1534,767999,3516.99999999255,17,3,0,1,0,0,0,0
1538,767999,4162.00000001118,11,4,0,0,0,0,0,0
1542,767999,4700.00000001164,27,5,0,1,1,0,0,0
1546,767999,3298.99999999907,23,6,0,1,1,0,0.2,0
1550,767999,3932.0000000298,24,7,0,0,1,0,0.333333333333333,0
1554,767999,2898.99999997579,17,8,0,1,0,0,0.428571428571429,0
1558,767999,3553.00000001444,18,9,0,0,0,0,0.375,0
1562,767999,9696.99999998556,20,10,0,0,1,0,0.333333333333333,0
1383,768000,16097.294999985,58,0,0,3,3,0,NaN,NaN
1388,768000,4439.50499995844,63,1,0,1,1,0,NaN,NaN
1392,768000,3506.23500003712,51,2,0,0,0,0,1,1
1396,768000,4415.02499999478,42,3,0,1,0,0,0.5,NaN
1400,768000,6064.63500001701,50,4,0,0,1,0,0.333333333333333,0
1404,768000,5398.89499999117,40,5,0,0,0,0,0.5,NaN
1408,768000,4115.72499998147,30,6,0,0,0,0,0.4,0
1412,768000,4594.11000000546,20,7,0,1,0,0,0.333333333333333,0
1416,768000,6757.47000001138,29,8,0,0,1,0,0.285714285714286,0
1420,768000,5054.49000000954,40,9,0,1,1,0,0.375,0
1424,768000,5005.26000000536,30,10,0,1,0,0,0.444444444444444,0
1659,768017,52040.1500000153,53,0,0,3,3,0,NaN,NaN
1664,768017,14935.0449999329,58,1,0,0,1,0,NaN,NaN
1668,768017,131405.964999925,59,2,0,0,0,0,1,1
1672,768017,4529.48499983177,74,3,0,1,0,0,0.5,NaN
1676,768017,4778.96500006318,45,4,0,0,0,0,0.333333333333333,0
1680,768017,2472.08999982104,58,5,0,0,0,0,0.25,0
1684,768017,3072.5950000342,73,6,0,1,1,0,0.2,0
1688,768017,2354.93999999017,64,7,0,1,0,0,0.333333333333333,0
1692,768017,3393.79999996163,65,8,0,1,1,0,0.285714285714286,0
1696,768017,3761.94500015117,49,9,0,1,0,0,0.375,0
1700,768017,3921.75500001758,53,10,0,0,1,0,0.333333333333333,0
1567,768018,10689.3299999938,50,0,0,3,3,0,NaN,NaN
1572,768018,9346.30499998457,49,1,0,1,0,0,NaN,NaN
1576,768018,13115.1600000157,47,2,0,0,1,0,0,0
1580,768018,7337.07499998854,48,3,0,1,1,0,0.5,NaN
1584,768018,6626.87999999616,49,4,0,0,1,0,0.666666666666667,1
1588,768018,5773.2150000229,40,5,0,0,0,0,0.75,1
1592,768018,6362.7550000092,40,6,0,0,0,0,0.6,1
1596,768018,6442.77999998303,40,7,0,1,0,0,0.5,NaN
1600,768018,5796.72500002198,38,8,0,0,0,0,0.428571428571429,0
1604,768018,8450.75999997789,30,9,0,1,0,0,0.375,0
1608,768018,5494.03500001063,27,10,0,1,1,0,0.333333333333333,0
1613,768024,10821.6750000138,49,0,0,3,3,0,NaN,NaN
1618,768024,28488.2949998137,23,1,0,0,1,0,NaN,NaN
1622,768024,8013.40000005439,43,2,0,1,1,0,1,1
1626,768024,5912.84999996424,39,3,0,1,0,0,1,1
1630,768024,5996.67000002228,65,4,0,1,1,0,0.666666666666667,1
1634,768024,9677.26999986917,32,5,0,0,0,0,0.75,1
1638,768024,3683.1199999433,39,6,0,0,0,0,0.6,1
1642,768024,2426.8400000874,34,7,0,1,0,0,0.5,NaN
1646,768024,3718.79000007175,25,8,0,0,0,0,0.428571428571429,0
1650,768024,3363.04500000551,26,9,0,0,1,0,0.375,0
1654,768024,4059.88999991678,36,10,0,1,0,0,0.444444444444444,0
1705,768034,11182.8900000037,50,0,0,3,3,0,NaN,NaN
1710,768034,13613.7600000002,50,1,0,0,0,0,NaN,NaN
1714,768034,5833.54500000132,50,2,0,1,0,0,0,0
1718,768034,5671.64000000048,49,3,0,0,0,0,0,0
1722,768034,8029.75999999762,45,4,0,1,0,0,0,0
1726,768034,5397.27500000299,45,5,0,0,0,0,0,0
1730,768034,4180.49500000052,40,6,0,0,1,0,0,0
1734,768034,11170.6300000005,50,7,0,0,1,0,0.166666666666667,0
1738,768034,4109.98500000278,50,8,0,1,1,0,0.285714285714286,0
1742,768034,5618.30999999802,50,9,0,1,0,0,0.375,0
1746,768034,3550.384999995,50,10,0,1,1,0,0.333333333333333,0
1751,768035,17327.7650000091,50,0,0,3,3,0,NaN,NaN
1756,768035,13744.2899999878,4,1,0,0,1,0,NaN,NaN
1760,768035,4585.3300000017,26,2,0,1,1,0,1,1
1764,768035,5714.24499999557,8,3,0,1,0,0,1,1
1768,768035,14249.7299999959,10,4,0,0,0,0,0.666666666666667,1
1772,768035,14697.6050000085,12,5,0,1,0,0,0.5,NaN
1776,768035,5247.46500000765,11,6,0,0,0,0,0.4,0
1780,768035,34480.4799999984,8,7,0,0,0,0,0.333333333333333,0
1784,768035,7098.41000000597,14,8,0,1,1,0,0.285714285714286,0
1788,768035,6952.49999999942,8,9,0,1,0,0,0.375,0
1792,768035,5945.65500000317,10,10,0,0,1,0,0.333333333333333,0
1797,768045,10282.2099998593,2,0,0,3,3,0,NaN,NaN
1802,768045,6957.02500035986,3,1,0,1,0,0,NaN,NaN
1806,768045,7107.06499963999,1,2,0,0,0,0,0,0
1810,768045,6665.31000006944,1,3,0,1,0,0,0,0
1814,768045,6354.93999999017,5,4,0,0,1,0,0,0
1818,768045,4995.56000018492,9,5,0,1,1,0,0.25,0
1822,768045,2961.56500000507,10,6,0,1,1,0,0.4,0
1826,768045,5744.25999959931,9,7,0,1,0,0,0.5,NaN
1830,768045,34554.6949999407,12,8,0,0,1,0,0.428571428571429,0
1834,768045,15568.4100002982,10,9,0,0,0,0,0.5,NaN
1838,768045,2847.13000012562,14,10,0,0,0,0,0.444444444444444,0
1843,768048,16492.7349999998,50,0,0,3,3,0,NaN,NaN
1848,768048,58556.2150000042,47,1,0,1,0,0,NaN,NaN
1852,768048,31794.4199999984,50,2,0,0,1,0,0,0
1856,768048,28883.0149999994,47,3,0,1,0,0,0.5,NaN
1860,768048,17633.130000002,45,4,0,0,0,0,0.333333333333333,0
1864,768048,19319.5000000051,46,5,0,0,1,0,0.25,0
1868,768048,17019.4699999993,46,6,0,1,1,0,0.4,0
1872,768048,18950.3949999998,47,7,0,1,1,0,0.5,NaN
1876,768048,16708.0650000062,45,8,0,0,0,0,0.571428571428571,1
1880,768048,24115.939999996,41,9,0,0,0,0,0.5,NaN
1884,768048,13584.4250000009,35,10,0,1,0,0,0.444444444444444,0
1889,768056,6852.35499999999,46,0,0,3,3,0,NaN,NaN
1894,768056,5479.77500000025,47,1,0,1,0,0,NaN,NaN
1898,768056,4933.33500000017,42,2,0,0,0,0,0,0
1902,768056,2954.28000000038,33,3,0,0,0,0,0,0
1906,768056,3523.00500000001,44,4,0,0,1,0,0,0
1910,768056,2529.70000000005,30,5,0,0,0,0,0.25,0
1914,768056,3882.50999999991,23,6,0,1,0,0,0.2,0
1918,768056,3773.55999999963,31,7,0,1,1,0,0.166666666666667,0
1922,768056,3068.00999999996,36,8,0,1,1,0,0.285714285714286,0
1926,768056,2983.66000000033,21,9,0,1,0,0,0.375,0
1930,768056,6771.36000000019,35,10,0,0,1,0,0.333333333333333,0
1981,768069,11238,47,0,0,3,3,0,NaN,NaN
1986,768069,14363,50,1,0,1,0,0,NaN,NaN
1990,768069,8435,41,2,0,1,0,0,0,0
1994,768069,9485,63,3,0,0,1,0,0,0
1998,768069,4403,31,4,0,1,0,0,0.333333333333333,0
2002,768069,4245,26,5,0,0,0,0,0.25,0
2006,768069,3446,58,6,0,0,1,0,0.2,0
2010,768069,3494,19,7,0,0,0,0,0.333333333333333,0
2014,768069,3110,55,8,0,1,1,0,0.285714285714286,0
2018,768069,3690,17,9,0,0,0,0,0.375,0
2022,768069,2620,53,10,0,1,1,0,0.333333333333333,0
1935,768072,22131,50,0,0,3,3,0,NaN,NaN
1940,768072,14253,1,1,0,0,0,0,NaN,NaN
1944,768072,5884,1,2,0,1,1,0,0,0
1948,768072,5053,1,3,0,1,0,0,0.5,NaN
1952,768072,4723,1,4,0,1,1,0,0.333333333333333,0
1956,768072,4449,1,5,0,1,0,0,0.5,NaN
1960,768072,4638,1,6,0,0,0,0,0.4,0
1964,768072,5106,1,7,0,0,1,0,0.333333333333333,0
1968,768072,4622,1,8,0,1,0,0,0.428571428571429,0
1972,768072,4685,1,9,0,0,0,0,0.375,0
1976,768072,4856,1,10,0,0,1,0,0.333333333333333,0
2027,768084,8704.98999999836,55,0,0,3,3,0,NaN,NaN
